debtor_code,doc_no,entry_type,tx_date,month_year,stock_code,description,debt_group,lane,qty,amount_excl,tax_amount,amount_incl,is_cyl,is_lpg,paired_cyl_doc,notes
TWK002,00005038,Crd Note,2023-05-23,2023-05,9.1,D/N 4777 EMPTIES,CYL,CYL,-8,-2400,-360,-2760,True,False,20607,Pulled from vw_clean_transactions
TWK002,00020606,Invoice,2023-05-23,2023-05,9.4,D/N 4777,LPG,LPG,10,1973,295.95,2268.95,False,True,,Pulled from vw_clean_transactions
TWK002,00020607,Invoice,2023-05-23,2023-05,9.1,D/N 4777 EMPTIES,CYL,CYL,10,3000,450,3450,True,False,,Pulled from vw_clean_transactions
TWK002,00005155,Crd Note,2023-06-07,2023-06,19.1,D/N 4675 EMPTIES,CYL,CYL,-2,-600,-90,-690,True,False,21123,Pulled from vw_clean_transactions
TWK002,00005155,Crd Note,2023-06-07,2023-06,9.1,D/N 4675 EMPTIES,CYL,CYL,-13,-3900,-585,-4485,True,False,21123,Pulled from vw_clean_transactions
TWK002,00021122,Invoice,2023-06-07,2023-06,9.3,D/N 4799,LPG,LPG,15,3035.7,455.35,3491.05,False,True,,Pulled from vw_clean_transactions
TWK002,00021123,Invoice,2023-06-07,2023-06,9.1,D/N 4675 EMPTIES,CYL,CYL,15,4500,675,5175,True,False,,Pulled from vw_clean_transactions
TWK002,00005308,Crd Note,2023-06-22,2023-06,14.1,D/N 5238 EMPTIES,CYL,CYL,-1,-300,-45,-345,True,False,21597,Pulled from vw_clean_transactions
TWK002,00005308,Crd Note,2023-06-22,2023-06,19.1,D/N 5238 EMPTIES,CYL,CYL,-3,-900,-135,-1035,True,False,21597,Pulled from vw_clean_transactions
TWK002,00005308,Crd Note,2023-06-22,2023-06,9.1,D/N 5238 EMPTIES,CYL,CYL,-15,-4500,-675,-5175,True,False,21597,Pulled from vw_clean_transactions
TWK002,00021594,Invoice,2023-06-22,2023-06,9.4,D/N 5238,LPG,LPG,20,4047.6,607.14,4654.74,False,True,,Pulled from vw_clean_transactions
TWK002,00021597,Invoice,2023-06-22,2023-06,9.1,D/N 5238 EMPTIES,CYL,CYL,20,6000,900,6900,True,False,,Pulled from vw_clean_transactions
TWK002,00005443,Crd Note,2023-07-05,2023-07,14.1,D/N 4869 EMPTIES,CYL,CYL,-2,-600,-90,-690,True,False,22058,Pulled from vw_clean_transactions
TWK002,00005443,Crd Note,2023-07-05,2023-07,19.1,D/N 4869 EMPTIES,CYL,CYL,-6,-1800,-270,-2070,True,False,22058,Pulled from vw_clean_transactions
TWK002,00005443,Crd Note,2023-07-05,2023-07,9.1,D/N 4869 EMPTIES,CYL,CYL,-10,-3000,-450,-3450,True,False,22058,Pulled from vw_clean_transactions
TWK002,00022058,Invoice,2023-07-05,2023-07,14.1,D/N 4869 EMPTIES,CYL,CYL,5,1500,225,1725,True,False,,Pulled from vw_clean_transactions
TWK002,00022058,Invoice,2023-07-05,2023-07,19.1,D/N 4869 EMPTIES,CYL,CYL,5,1500,225,1725,True,False,,Pulled from vw_clean_transactions
TWK002,00022058,Invoice,2023-07-05,2023-07,9.1,D/N 4869 EMPTIES,CYL,CYL,10,3000,450,3450,True,False,,Pulled from vw_clean_transactions
TWK002,00022058,Invoice,2023-07-05,2023-07,S.1,D/N 4869 EMPTIES,CYL,CYL,1,300,45,345,True,False,,Pulled from vw_clean_transactions
TWK002,00022060,Invoice,2023-07-05,2023-07,14.3,D/N 4869,LPG,LPG,5,1418.26,212.74,1631,False,True,,Pulled from vw_clean_transactions
TWK002,00022060,Invoice,2023-07-05,2023-07,19.3,D/N 4869,LPG,LPG,5,1924.78,288.72,2213.5,False,True,,Pulled from vw_clean_transactions
TWK002,00022060,Invoice,2023-07-05,2023-07,9.3,D/N 4869,LPG,LPG,10,1823.48,273.52,2097,False,True,,Pulled from vw_clean_transactions
TWK002,00022060,Invoice,2023-07-05,2023-07,S.3,D/N 4869,LPG,LPG,1,972.52,145.88,1118.4,False,True,,Pulled from vw_clean_transactions
TWK002,00005498,Crd Note,2023-07-11,2023-07,9.1,D/N 4888 EMPTIES,CYL,CYL,-20,-6000,-900,-6900,True,False,22268,Pulled from vw_clean_transactions
TWK002,00022255,Invoice,2023-07-11,2023-07,19.4,D/N 4888,LPG,LPG,5,1924.78,288.72,2213.5,False,True,,Pulled from vw_clean_transactions
TWK002,00022255,Invoice,2023-07-11,2023-07,9.3,D/N 4888,LPG,LPG,15,2735.22,410.28,3145.5,False,True,,Pulled from vw_clean_transactions
TWK002,00022268,Invoice,2023-07-11,2023-07,19.1,D/N 4888 EMPTIES,CYL,CYL,5,1500,225,1725,True,False,,Pulled from vw_clean_transactions
TWK002,00022268,Invoice,2023-07-11,2023-07,9.1,D/N 4888 EMPTIES,CYL,CYL,15,4500,675,5175,True,False,,Pulled from vw_clean_transactions
TWK002,00005603,Crd Note,2023-07-20,2023-07,14.1,D/N 5518 EMPTIES,CYL,CYL,-3,-900,-135,-1035,True,False,22627,Pulled from vw_clean_transactions
TWK002,00005603,Crd Note,2023-07-20,2023-07,19.1,D/N 5518 EMPTIES,CYL,CYL,-11,-3300,-495,-3795,True,False,22627,Pulled from vw_clean_transactions
TWK002,00005603,Crd Note,2023-07-20,2023-07,9.1,D/N 5518 EMPTIES,CYL,CYL,-8,-2400,-360,-2760,True,False,22627,Pulled from vw_clean_transactions
TWK002,00022626,Invoice,2023-07-20,2023-07,19.3,D/N 5518,LPG,LPG,10,3849.57,577.44,4427.01,False,True,,Pulled from vw_clean_transactions
TWK002,00022626,Invoice,2023-07-20,2023-07,9.3,D/N 5518,LPG,LPG,20,3646.96,547.04,4194,False,True,,Pulled from vw_clean_transactions
TWK002,00022627,Invoice,2023-07-20,2023-07,19.1,D/N 5518 EMPTIES,CYL,CYL,10,3000,450,3450,True,False,,Pulled from vw_clean_transactions
TWK002,00022627,Invoice,2023-07-20,2023-07,9.1,D/N 5518 EMPTIES,CYL,CYL,20,6000,900,6900,True,False,,Pulled from vw_clean_transactions
TWK002,00005632,Crd Note,2023-07-23,2023-07,9.1,D/N 5529 EMPTIES,CYL,CYL,-6,-1800,-270,-2070,True,False,22739,Pulled from vw_clean_transactions
TWK002,00022702,Invoice,2023-07-23,2023-07,1901,D/N 5529,LPG,LPG,5,1924.78,288.72,2213.5,False,True,,Pulled from vw_clean_transactions
TWK002,00022739,Invoice,2023-07-23,2023-07,19.1,D/N 5529 EMPTIES,CYL,CYL,5,1500,225,1725,True,False,,Pulled from vw_clean_transactions
TWK002,00005768,Crd Note,2023-08-02,2023-08,19.1,D/N 5865 EMPTIES,CYL,CYL,-1,-300,-45,-345,True,False,23077,Pulled from vw_clean_transactions
TWK002,00005768,Crd Note,2023-08-02,2023-08,9.1,D/N 5865 EMPTIES,CYL,CYL,-13,-3900,-585,-4485,True,False,23077,Pulled from vw_clean_transactions
TWK002,00023075,Invoice,2023-08-02,2023-08,9.4,D/N 5865,LPG,LPG,20,3429.4,514.41,3943.81,False,True,,Pulled from vw_clean_transactions
TWK002,00023077,Invoice,2023-08-02,2023-08,9.1,D/N 5865 EMPTIES,CYL,CYL,20,6000,900,6900,True,False,,Pulled from vw_clean_transactions
TWK002,00023311,Invoice,2023-08-09,2023-08,1901,D/N 5592,LPG,LPG,5,1809.95,271.49,2081.44,False,True,,Pulled from vw_clean_transactions
TWK002,00023311,Invoice,2023-08-09,2023-08,901,D/N 5592,LPG,LPG,15,2572.05,385.81,2957.86,False,True,,Pulled from vw_clean_transactions
TWK002,00023311,Invoice,2023-08-09,2023-08,S01,D/N 5592,LPG,LPG,2,1829,274.35,2103.35,False,True,,Pulled from vw_clean_transactions
TWK002,00023312,Invoice,2023-08-09,2023-08,19.1,D/N 5592 EMPTIES,CYL,CYL,5,1500,225,1725,True,False,,Pulled from vw_clean_transactions
TWK002,00023312,Invoice,2023-08-09,2023-08,9.1,D/N 5592 EMPTIES,CYL,CYL,15,4500,675,5175,True,False,,Pulled from vw_clean_transactions
TWK002,00023312,Invoice,2023-08-09,2023-08,S.1,D/N 5592 EMPTIES,CYL,CYL,2,600,90,690,True,False,,Pulled from vw_clean_transactions
TWK002,00005845,Crd Note,2023-08-10,2023-08,19.1,D/N 5592 EMPTIES,CYL,CYL,-3,-900,-135,-1035,True,False,23312,Pulled from vw_clean_transactions
TWK002,00005845,Crd Note,2023-08-10,2023-08,9.1,D/N 5592 EMPTIES,CYL,CYL,-11,-3300,-495,-3795,True,False,23312,Pulled from vw_clean_transactions
TWK002,00005845,Crd Note,2023-08-10,2023-08,S.1,D/N 5592 EMPTIES,CYL,CYL,-2,-600,-90,-690,True,False,23312,Pulled from vw_clean_transactions
TWK002,00005875,Crd Note,2023-08-13,2023-08,9.3,D/N 5592,LPG,LPG,-1,-171.47,-25.72,-197.19,False,True,23311,Pulled from vw_clean_transactions
TWK002,00006078,Crd Note,2023-08-31,2023-08,19.1,D/N 6423 EMPTIES,CYL,CYL,-10,-3000,-450,-3450,True,False,24012,Pulled from vw_clean_transactions
TWK002,00006078,Crd Note,2023-08-31,2023-08,9.1,D/N 6423 EMPTIES,CYL,CYL,-20,-6000,-900,-6900,True,False,24012,Pulled from vw_clean_transactions
TWK002,00024011,Invoice,2023-08-31,2023-08,19.3,D/N 6423,LPG,LPG,10,3809.9,571.49,4381.39,False,True,,Pulled from vw_clean_transactions
TWK002,00024011,Invoice,2023-08-31,2023-08,9.3,D/N 6423,LPG,LPG,20,3609.39,541.41,4150.8,False,True,,Pulled from vw_clean_transactions
TWK002,00024012,Invoice,2023-08-31,2023-08,19.1,D/N 6423 EMPTIES,CYL,CYL,10,3000,450,3450,True,False,,Pulled from vw_clean_transactions
TWK002,00024012,Invoice,2023-08-31,2023-08,9.1,D/N 6423 EMPTIES,CYL,CYL,20,6000,900,6900,True,False,,Pulled from vw_clean_transactions
TWK002,00006134,Crd Note,2023-09-05,2023-09,14.1,D/N 6392 EMPTIES,CYL,CYL,-1,-300,-45,-345,True,False,24202,Pulled from vw_clean_transactions
TWK002,00006134,Crd Note,2023-09-05,2023-09,19.1,D/N 6392 EMPTIES,CYL,CYL,-5,-1500,-225,-1725,True,False,24202,Pulled from vw_clean_transactions
TWK002,00006134,Crd Note,2023-09-05,2023-09,9.1,D/N 6392 EMPTIES,CYL,CYL,-14,-4200,-630,-4830,True,False,24202,Pulled from vw_clean_transactions
TWK002,00024201,Invoice,2023-09-05,2023-09,1901,D/N 6392,LPG,LPG,10,3809.9,571.49,4381.39,False,True,,Pulled from vw_clean_transactions
TWK002,00024201,Invoice,2023-09-05,2023-09,9.3,D/N 6392,LPG,LPG,20,3609.39,541.41,4150.8,False,True,,Pulled from vw_clean_transactions
TWK002,00024202,Invoice,2023-09-05,2023-09,19.1,D/N 6392 EMPTIES,CYL,CYL,10,3000,450,3450,True,False,,Pulled from vw_clean_transactions
TWK002,00024202,Invoice,2023-09-05,2023-09,9.1,D/N 6392 EMPTIES,CYL,CYL,20,6000,900,6900,True,False,,Pulled from vw_clean_transactions
TWK002,00006387,Crd Note,2023-10-01,2023-10,14.1,D/N 6492 EMPTIES,CYL,CYL,-2,-600,-90,-690,True,False,25043,Pulled from vw_clean_transactions
TWK002,00006387,Crd Note,2023-10-01,2023-10,19.1,D/N 6492 EMPTIES,CYL,CYL,-5,-1500,-225,-1725,True,False,25043,Pulled from vw_clean_transactions
TWK002,00006387,Crd Note,2023-10-01,2023-10,9.1,D/N 6492 EMPTIES,CYL,CYL,-25,-7500,-1125,-8625,True,False,25043,Pulled from vw_clean_transactions
TWK002,00025042,Invoice,2023-10-01,2023-10,14.3,D/N 6492,LPG,LPG,2,582.84,87.43,670.27,False,True,,Pulled from vw_clean_transactions
TWK002,00025042,Invoice,2023-10-01,2023-10,19.3,D/N 6492,LPG,LPG,5,1977.5,296.62,2274.12,False,True,,Pulled from vw_clean_transactions
TWK002,00025042,Invoice,2023-10-01,2023-10,9.3,D/N 6492,LPG,LPG,25,4683.5,702.53,5386.03,False,True,,Pulled from vw_clean_transactions
TWK002,00025043,Invoice,2023-10-01,2023-10,14.1,D/N 6492 EMPTIES,CYL,CYL,2,600,90,690,True,False,,Pulled from vw_clean_transactions
TWK002,00025043,Invoice,2023-10-01,2023-10,19.1,D/N 6492 EMPTIES,CYL,CYL,5,1500,225,1725,True,False,,Pulled from vw_clean_transactions
TWK002,00025043,Invoice,2023-10-01,2023-10,9.1,D/N 6492 EMPTIES,CYL,CYL,25,7500,1125,8625,True,False,,Pulled from vw_clean_transactions
TWK002,00006461,Crd Note,2023-10-08,2023-10,19.1,D/N 6266 EMPTIES,CYL,CYL,-10,-3000,-450,-3450,True,False,24202,Pulled from vw_clean_transactions
TWK002,00006462,Crd Note,2023-10-08,2023-10,19.1,D/N 6266 EMPTIES,CYL,CYL,-3,-900,-135,-1035,True,False,25294,Pulled from vw_clean_transactions
TWK002,00006462,Crd Note,2023-10-08,2023-10,9.1,D/N 6266 EMPTIES,CYL,CYL,-9,-2700,-405,-3105,True,False,25294,Pulled from vw_clean_transactions
TWK002,00006462,Crd Note,2023-10-08,2023-10,S.1,D/N 6266 EMPTIES,CYL,CYL,-1,-300,-45,-345,True,False,25294,Pulled from vw_clean_transactions
TWK002,00025293,Invoice,2023-10-08,2023-10,19.3,D/N 6266,LPG,LPG,10,4313.5,647.03,4960.53,False,True,,Pulled from vw_clean_transactions
TWK002,00025293,Invoice,2023-10-08,2023-10,S01,D/N 6266,LPG,LPG,2,2179.42,326.91,2506.33,False,True,,Pulled from vw_clean_transactions
TWK002,00025294,Invoice,2023-10-08,2023-10,19.1,D/N 6266 EMPTIES,CYL,CYL,10,3000,450,3450,True,False,,Pulled from vw_clean_transactions
TWK002,00025294,Invoice,2023-10-08,2023-10,S.1,D/N 6266 EMPTIES,CYL,CYL,2,600,90,690,True,False,,Pulled from vw_clean_transactions
TWK002,00006667,Crd Note,2023-10-30,2023-10,14.1,D/N 6758 EMPTIES,CYL,CYL,-1,-300,-45,-345,True,False,26033,Pulled from vw_clean_transactions
TWK002,00006667,Crd Note,2023-10-30,2023-10,19.1,D/N 6758 EMPTIES,CYL,CYL,-8,-2400,-360,-2760,True,False,26033,Pulled from vw_clean_transactions
TWK002,00006667,Crd Note,2023-10-30,2023-10,9.1,D/N 6758 EMPTIES,CYL,CYL,-22,-6600,-990,-7590,True,False,26033,Pulled from vw_clean_transactions
TWK002,00006667,Crd Note,2023-10-30,2023-10,S.1,D/N 6758 EMPTIES,CYL,CYL,-1,-300,-45,-345,True,False,26033,Pulled from vw_clean_transactions
TWK002,00026027,Invoice,2023-10-30,2023-10,19.4,D/N 6758,LPG,LPG,7,3019.43,452.91,3472.34,False,True,,Pulled from vw_clean_transactions
TWK002,00026027,Invoice,2023-10-30,2023-10,1901,D/N 6758,LPG,LPG,8,3450.78,517.62,3968.4,False,True,,Pulled from vw_clean_transactions
TWK002,00026027,Invoice,2023-10-30,2023-10,9.4,D/N 6758,LPG,LPG,25,5108.06,766.21,5874.27,False,True,,Pulled from vw_clean_transactions
TWK002,00026033,Invoice,2023-10-30,2023-10,19.1,D/N 6758 EMPTIES,CYL,CYL,15,4500,675,5175,True,False,,Pulled from vw_clean_transactions
TWK002,00026033,Invoice,2023-10-30,2023-10,9.1,D/N 6758 EMPTIES,CYL,CYL,25,7500,1125,8625,True,False,,Pulled from vw_clean_transactions
TWK002,00006810,Crd Note,2023-11-13,2023-11,14.1,D/N 6859 EMPTIES,CYL,CYL,-2,-600,-90,-690,True,False,26554,Pulled from vw_clean_transactions
TWK002,00006810,Crd Note,2023-11-13,2023-11,19.1,D/N 6859 EMPTIES,CYL,CYL,-8,-2400,-360,-2760,True,False,26554,Pulled from vw_clean_transactions
TWK002,00006810,Crd Note,2023-11-13,2023-11,9.1,D/N 6859 EMPTIES,CYL,CYL,-18,-5400,-810,-6210,True,False,26554,Pulled from vw_clean_transactions
TWK002,00006810,Crd Note,2023-11-13,2023-11,D.1,D/N 6859 EMPTIES,CYL,CYL,-1,-300,-45,-345,True,False,26554,Pulled from vw_clean_transactions
TWK002,00006816,Crd Note,2023-11-13,2023-11,19.4,QTY,LPG,LPG,-5,-2262.65,-339.4,-2602.05,False,True,26553,Pulled from vw_clean_transactions
TWK002,00006816,Crd Note,2023-11-13,2023-11,9.3,QTY,LPG,LPG,-18,-3858.47,-578.77,-4437.24,False,True,26553,Pulled from vw_clean_transactions
TWK002,00006816,Crd Note,2023-11-13,2023-11,9.4,QTY,LPG,LPG,-2,-428.73,-64.31,-493.04,False,True,26553,Pulled from vw_clean_transactions
TWK002,00026553,Invoice,2023-11-13,2023-11,19.4,D/N 6859,LPG,LPG,5,2262.65,339.4,2602.05,False,True,,Pulled from vw_clean_transactions
TWK002,00026553,Invoice,2023-11-13,2023-11,9.3,D/N 6859,LPG,LPG,18,3858.42,578.76,4437.18,False,True,,Pulled from vw_clean_transactions
TWK002,00026553,Invoice,2023-11-13,2023-11,9.4,D/N 6859,LPG,LPG,2,428.71,64.31,493.02,False,True,,Pulled from vw_clean_transactions
TWK002,00026554,Invoice,2023-11-13,2023-11,19.1,D/N 6859 EMPTIES,CYL,CYL,5,1500,225,1725,True,False,,Pulled from vw_clean_transactions
TWK002,00026554,Invoice,2023-11-13,2023-11,9.1,D/N 6859 EMPTIES,CYL,CYL,25,7500,1125,8625,True,False,,Pulled from vw_clean_transactions
TWK002,00026577,Invoice,2023-11-13,2023-11,19.4,D/N 6859,LPG,LPG,5,2262.65,339.4,2602.05,False,True,,Pulled from vw_clean_transactions
TWK002,00026577,Invoice,2023-11-13,2023-11,9.3,D/N 6859,LPG,LPG,18,3858.42,578.76,4437.18,False,True,,Pulled from vw_clean_transactions
TWK002,00026577,Invoice,2023-11-13,2023-11,9.4,D/N 6859,LPG,LPG,2,428.71,64.31,493.02,False,True,,Pulled from vw_clean_transactions
TWK002,00026577,Invoice,2023-11-13,2023-11,9.4,D/N 6859,LPG,LPG,5,1071.77,160.77,1232.54,False,True,,Pulled from vw_clean_transactions
TWK002,00006990,Crd Note,2023-12-05,2023-12,14.1,D/N 7111 EMPTIES,CYL,CYL,-1,-300,-45,-345,True,False,27341,Pulled from vw_clean_transactions
TWK002,00006990,Crd Note,2023-12-05,2023-12,19.1,D/N 7111 EMPTIES,CYL,CYL,-17,-5100,-765,-5865,True,False,27341,Pulled from vw_clean_transactions
TWK002,00006990,Crd Note,2023-12-05,2023-12,9.1,D/N 7111 EMPTIES,CYL,CYL,-25,-7500,-1125,-8625,True,False,27341,Pulled from vw_clean_transactions
TWK002,00006990,Crd Note,2023-12-05,2023-12,S.1,D/N 7111 EMPTIES,CYL,CYL,-4,-1200,-180,-1380,True,False,27341,Pulled from vw_clean_transactions
TWK002,00027340,Invoice,2023-12-05,2023-12,19.3,D/N 7111,LPG,LPG,18,8145.55,1221.83,9367.38,False,True,,Pulled from vw_clean_transactions
TWK002,00027340,Invoice,2023-12-05,2023-12,9.3,D/N 7111,LPG,LPG,34,7288.12,1093.22,8381.34,False,True,,Pulled from vw_clean_transactions
TWK002,00027340,Invoice,2023-12-05,2023-12,S.3,D/N 7111,LPG,LPG,4,4572.94,685.94,5258.88,False,True,,Pulled from vw_clean_transactions
TWK002,00027341,Invoice,2023-12-05,2023-12,19.1,D/N 7111 EMPTIES,CYL,CYL,18,5400,810,6210,True,False,,Pulled from vw_clean_transactions
TWK002,00027341,Invoice,2023-12-05,2023-12,9.1,D/N 7111 EMPTIES,CYL,CYL,34,10200,1530,11730,True,False,,Pulled from vw_clean_transactions
TWK002,00027341,Invoice,2023-12-05,2023-12,S.1,D/N 7111 EMPTIES,CYL,CYL,4,1200,180,1380,True,False,,Pulled from vw_clean_transactions
TWK002,00007127,Crd Note,2023-12-18,2023-12,19.1,D/N 7529 EMPTIES,CYL,CYL,-7,-2100,-315,-2415,True,False,27765,Pulled from vw_clean_transactions
TWK002,00007127,Crd Note,2023-12-18,2023-12,9.1,D/N 7529 EMPTIES,CYL,CYL,-18,-5400,-810,-6210,True,False,27765,Pulled from vw_clean_transactions
TWK002,00027764,Invoice,2023-12-18,2023-12,19.3,D/N 7529,LPG,LPG,10,4712,706.8,5418.8,False,True,,Pulled from vw_clean_transactions
TWK002,00027764,Invoice,2023-12-18,2023-12,9.4,D/N 7529,LPG,LPG,30,6696,1004.4,7700.4,False,True,,Pulled from vw_clean_transactions
TWK002,00027765,Invoice,2023-12-18,2023-12,19.1,D/N 7529 EMPTIES,CYL,CYL,10,3000,450,3450,True,False,,Pulled from vw_clean_transactions
TWK002,00027765,Invoice,2023-12-18,2023-12,9.1,D/N 7529 EMPTIES,CYL,CYL,30,9000,1350,10350,True,False,,Pulled from vw_clean_transactions
TWK002,00007332,Crd Note,2024-01-17,2024-01,19.1,D/N 7733 EMPTIES,CYL,CYL,-10,-3000,-450,-3450,True,False,28766,Pulled from vw_clean_transactions
TWK002,00007332,Crd Note,2024-01-17,2024-01,9.1,D/N 7733 EMPTIES,CYL,CYL,-15,-4500,-675,-5175,True,False,28766,Pulled from vw_clean_transactions
TWK002,00028765,Invoice,2024-01-17,2024-01,19.4,D/N 7733,LPG,LPG,11,5201.35,780.2,5981.55,False,True,,Pulled from vw_clean_transactions
TWK002,00028765,Invoice,2024-01-17,2024-01,1901,D/N 7733,LPG,LPG,4,1891.4,283.71,2175.11,False,True,,Pulled from vw_clean_transactions
TWK002,00028765,Invoice,2024-01-17,2024-01,9.4,D/N 7733,LPG,LPG,10,2239.8,335.97,2575.77,False,True,,Pulled from vw_clean_transactions
TWK002,00028766,Invoice,2024-01-17,2024-01,19.1,D/N 7733 EMPTIES,CYL,CYL,15,4500,675,5175,True,False,,Pulled from vw_clean_transactions
TWK002,00028766,Invoice,2024-01-17,2024-01,9.1,D/N 7733 EMPTIES,CYL,CYL,10,3000,450,3450,True,False,,Pulled from vw_clean_transactions
TWK002,00007410,Crd Note,2024-01-30,2024-01,14.1,D/N 7370 EMPTIES,CYL,CYL,-3,-900,-135,-1035,True,False,29141,Pulled from vw_clean_transactions
TWK002,00007410,Crd Note,2024-01-30,2024-01,19.1,D/N 7370 EMPTIES,CYL,CYL,-23,-6900,-1035,-7935,True,False,29141,Pulled from vw_clean_transactions
TWK002,00007410,Crd Note,2024-01-30,2024-01,9.1,D/N 7370 EMPTIES,CYL,CYL,-27,-8100,-1215,-9315,True,False,29141,Pulled from vw_clean_transactions
TWK002,00029140,Invoice,2024-01-30,2024-01,19.4,D/N 7370,LPG,LPG,15,7119,1067.85,8186.85,False,True,,Pulled from vw_clean_transactions
TWK002,00029140,Invoice,2024-01-30,2024-01,9.4,D/N 7370,LPG,LPG,25,5620.25,843.04,6463.29,False,True,,Pulled from vw_clean_transactions
TWK002,00029141,Invoice,2024-01-30,2024-01,19.1,D/N 7370 EMPTIES,CYL,CYL,15,4500,675,5175,True,False,,Pulled from vw_clean_transactions
TWK002,00029141,Invoice,2024-01-30,2024-01,9.1,D/N 7370 EMPTIES,CYL,CYL,25,7500,1125,8625,True,False,,Pulled from vw_clean_transactions
TWK002,00007547,Crd Note,2024-02-25,2024-02,19.1,D/N 7391 EMPTIES,CYL,CYL,-9,-4680,-702,-5382,True,False,29890,Pulled from vw_clean_transactions
TWK002,00007547,Crd Note,2024-02-25,2024-02,9.1,D/N 7391 EMPTIES,CYL,CYL,-18,-9360,-1404,-10764,True,False,29890,Pulled from vw_clean_transactions
