payment_doc,payment_date,amount,batch_ref,stat_no,notes
00035272,2024-12-07,-1241.13,"TRANSF | STAT 109",109,"TANDOOR THE CLAY OVEN"
00035272,2024-12-07,-2482.25,"TRANSF | STAT 109",109,"TANDOOR THE CLAY OVEN"
00035272,2024-12-07,-1241.13,"TRANSF | STAT 109",109,"TANDOOR THE CLAY OVEN"
00035272,2024-12-07,-1732.41,"TRANSF | STAT 109",109,"TANDOOR THE CLAY OVEN"
00035272,2024-12-07,-1256.03,"TRANSF | STAT 109",109,"TANDOOR THE CLAY OVEN"
00035272,2024-12-07,-1256.03,"TRANSF | STAT 109",109,"TANDOOR THE CLAY OVEN"
00035272,2024-12-07,-2512.06,"TRANSF | STAT 109",109,"TANDOOR THE CLAY OVEN"
00035272,2024-12-07,-1256.03,"TRANSF | STAT 109",109,"TANDOOR THE CLAY OVEN"
00035272,2024-12-07,-1256.03,"TRANSF | STAT 109",109,"TANDOOR THE CLAY OVEN"
00036470,2025-01-30,-2639.16,"TRANSF | STAT 110",110,"TANDOOR THE CLAY OVEN"
00036470,2025-01-30,-1319.58,"TRANSF | STAT 110",110,"TANDOOR THE CLAY OVEN"
00036470,2025-01-30,-2639.16,"TRANSF | STAT 110",110,"TANDOOR THE CLAY OVEN"
00036470,2025-01-30,-1319.58,"TRANSF | STAT 110",110,"TANDOOR THE CLAY OVEN"
00036470,2025-01-30,-841.39,"TRANSF | STAT 110",110,"TANDOOR THE CLAY OVEN"
00036470,2025-01-30,-894.27,"TRANSF | STAT 110",110,"TANDOOR THE CLAY OVEN"
00036470,2025-01-30,-346.86,"TRANSF | STAT 110",110,"TANDOOR THE CLAY OVEN"
00036865,2025-02-22,-1028.67,"SPEEDP | PC-76-17",,"TANDOOR THE CLAY OVEN"
00036865,2025-02-22,-1326.79,"SPEEDP | PC-76-17",,"TANDOOR THE CLAY OVEN"
00036865,2025-02-22,-2653.58,"SPEEDP | PC-76-17",,"TANDOOR THE CLAY OVEN"
00036865,2025-02-22,-1326.79,"SPEEDP | PC-76-17",,"TANDOOR THE CLAY OVEN"
00036865,2025-02-22,-1326.79,"SPEEDP | PC-76-17",,"TANDOOR THE CLAY OVEN"
00036865,2025-02-22,-2653.58,"SPEEDP | PC-76-17",,"TANDOOR THE CLAY OVEN"
00036865,2025-02-22,-529.93,"SPEEDP | PC-76-17",,"TANDOOR THE CLAY OVEN"
00036865,2025-02-22,-1338.78,"SPEEDP | PC-76-17",,"TANDOOR THE CLAY OVEN"
00036865,2025-02-22,-97.65,"SPEEDP | PC-76-17",,"TANDOOR THE CLAY OVEN"
00037780,2025-03-27,-1241.13,"TRANSF | STAT 112",112,"TANDOOR THE CLAY OVEN"
00037780,2025-03-27,-2677.57,"TRANSF | STAT 112",112,"TANDOOR THE CLAY OVEN"
00037780,2025-03-27,-1868.72,"TRANSF | STAT 112",112,"TANDOOR THE CLAY OVEN"
00037780,2025-03-27,-1338.78,"TRANSF | STAT 112",112,"TANDOOR THE CLAY OVEN"
00037780,2025-03-27,-3207.5,"TRANSF | STAT 112",112,"TANDOOR THE CLAY OVEN"
00037780,2025-03-27,-97.65,"TRANSF | STAT 112",112,"TANDOOR THE CLAY OVEN"
00039035,2025-06-04,-598,"SPEEDP | PC-76-20",,"TANDOOR THE CLAY OVEN"
00039035,2025-06-04,-975.87,"SPEEDP | PC-76-20",,"TANDOOR THE CLAY OVEN"
00039035,2025-06-04,-348.48,"SPEEDP | PC-76-20",,"TANDOOR THE CLAY OVEN"
00039035,2025-06-04,-1306.16,"SPEEDP | PC-76-20",,"TANDOOR THE CLAY OVEN"
00039035,2025-06-04,-2612.32,"SPEEDP | PC-76-20",,"TANDOOR THE CLAY OVEN"
00039035,2025-06-04,-1306.16,"SPEEDP | PC-76-20",,"TANDOOR THE CLAY OVEN"
00039035,2025-06-04,-1306.16,"SPEEDP | PC-76-20",,"TANDOOR THE CLAY OVEN"
00039035,2025-06-04,-2650.73,"SPEEDP | PC-76-20",,"TANDOOR THE CLAY OVEN"
00039035,2025-06-04,-1849.98,"SPEEDP | PC-76-20",,"TANDOOR THE CLAY OVEN"
00039035,2025-06-04,-172.5,"SPEEDP | PC-76-20",,"TANDOOR THE CLAY OVEN"
00039035,2025-06-04,-517.5,"SPEEDP | PC-76-20",,"TANDOOR THE CLAY OVEN"
00039960,2025-07-15,-500.57,"SPEEDP | PC-76-21",,"TANDOOR THE CLAY OVEN"
00039962,2025-07-15,-2445.46,"SPEEDP | PC-76-21",,"TANDOOR THE CLAY OVEN"
00039962,2025-07-15,-1868.72,"SPEEDP | PC-76-21",,"TANDOOR THE CLAY OVEN"
00039962,2025-07-15,-2677.57,"SPEEDP | PC-76-21",,"TANDOOR THE CLAY OVEN"
00039962,2025-07-15,-1306.16,"SPEEDP | PC-76-21",,"TANDOOR THE CLAY OVEN"
00039962,2025-07-15,-1306.16,"SPEEDP | PC-76-21",,"TANDOOR THE CLAY OVEN"
00039962,2025-07-15,-395.93,"SPEEDP | PC-76-21",,"TANDOOR THE CLAY OVEN"
00040610,2025-08-15,-265.26,"SPEEDP | PC-76-22",,"TANDOOR THE CLAY OVEN"
00040610,2025-08-15,-232.11,"SPEEDP | PC-76-22",,"TANDOOR THE CLAY OVEN"
00040610,2025-08-15,-2529.22,"SPEEDP | PC-76-22",,"TANDOOR THE CLAY OVEN"
00040610,2025-08-15,-3029.79,"SPEEDP | PC-76-22",,"TANDOOR THE CLAY OVEN"
00040610,2025-08-15,-1765.18,"SPEEDP | PC-76-22",,"TANDOOR THE CLAY OVEN"
00040610,2025-08-15,-1264.61,"SPEEDP | PC-76-22",,"TANDOOR THE CLAY OVEN"
00040610,2025-08-15,-1264.61,"SPEEDP | PC-76-22",,"TANDOOR THE CLAY OVEN"
00040610,2025-08-15,-2529.22,"SPEEDP | PC-76-22",,"TANDOOR THE CLAY OVEN"
00040718,2025-08-23,-513.17,"SPEEDP | PC-76-22",,"TANDOOR THE CLAY OVEN"
00040718,2025-08-23,-1573.87,"SPEEDP | PC-76-22",,"TANDOOR THE CLAY OVEN"
00040718,2025-08-23,-1849.98,"SPEEDP | PC-76-22",,"TANDOOR THE CLAY OVEN"
00040718,2025-08-23,-3175.35,"SPEEDP | PC-76-22",,"TANDOOR THE CLAY OVEN"
00040718,2025-08-23,-2576.8,"SPEEDP | PC-76-22",,"TANDOOR THE CLAY OVEN"
00040718,2025-08-23,-2576.8,"SPEEDP | PC-76-22",,"TANDOOR THE CLAY OVEN"
00040718,2025-08-23,-2529.22,"SPEEDP | PC-76-22",,"TANDOOR THE CLAY OVEN"
00040718,2025-08-23,-690,"SPEEDP | PC-76-22",,"TANDOOR THE CLAY OVEN"
00040718,2025-08-23,1207.5,"SPEEDP | PC-76-22",,"TANDOOR THE CLAY OVEN"
00040718,2025-08-23,-517.5,"SPEEDP | PC-76-22",,"TANDOOR THE CLAY OVEN"
00040718,2025-08-23,-0.36,"SPEEDP | PC-76-22",,"TANDOOR THE CLAY OVEN"
00040718,2025-08-23,-690,"SPEEDP | PC-76-22",,"TANDOOR THE CLAY OVEN"
00040718,2025-08-23,-721.95,"SPEEDP | PC-76-22",,"TANDOOR THE CLAY OVEN"
00040718,2025-08-23,1207.5,"SPEEDP | PC-76-22",,"TANDOOR THE CLAY OVEN"
00041252,2025-09-18,-3086.8,"TRANSF | STAT 118",118,"TANDOOR THE CLAY OVEN"
00041252,2025-09-18,-2471.81,"TRANSF | STAT 118",118,"TANDOOR THE CLAY OVEN"
00041252,2025-09-18,-2471.81,"TRANSF | STAT 118",118,"TANDOOR THE CLAY OVEN"
00041252,2025-09-18,-1725.12,"TRANSF | STAT 118",118,"TANDOOR THE CLAY OVEN"
00041252,2025-09-18,-2828.41,"TRANSF | STAT 118",118,"TANDOOR THE CLAY OVEN"
00041252,2025-09-18,-1180.56,"TRANSF | STAT 118",118,"TANDOOR THE CLAY OVEN"
00041261,2025-09-20,-1180.56,"TRANSF | STAT 118",118,"TANDOOR THE CLAY OVEN"
00041261,2025-09-20,-2361.11,"TRANSF | STAT 118",118,"TANDOOR THE CLAY OVEN"
00041474,2025-09-30,-1180.56,"TRANSF | STAT 118",118,"TANDOOR THE CLAY OVEN"
00041474,2025-09-30,-1180.56,"TRANSF | STAT 118",118,"TANDOOR THE CLAY OVEN"
00041629,2025-10-13,-2828.41,"SPEEDP | PC-76-24",,"TANDOOR THE CLAY OVEN"
00041629,2025-10-13,-1647.86,"SPEEDP | PC-76-24",,"TANDOOR THE CLAY OVEN"
00041630,2025-10-13,-1180.56,"SPEEDP | PC-76-24",,"TANDOOR THE CLAY OVEN"
00041964,2025-10-27,-1647.86,"TRANSF | STAT 119",119,"TANDOOR THE CLAY OVEN"
00041964,2025-10-27,-2361.11,"TRANSF | STAT 119",119,"TANDOOR THE CLAY OVEN"
00041964,2025-10-27,-210.88,"TRANSF | STAT 119",119,"TANDOOR THE CLAY OVEN"
00041964,2025-10-27,-38.76,"TRANSF | STAT 119",119,"TANDOOR THE CLAY OVEN"
00042300,2025-11-18,-2361.11,"TRANSF | STAT 120",120,"TANDOOR THE CLAY OVEN"
00042300,2025-11-18,-2770.91,"TRANSF | STAT 120",120,"TANDOOR THE CLAY OVEN"
00042300,2025-11-18,-1614,"TRANSF | STAT 120",120,"TANDOOR THE CLAY OVEN"
00042421,2025-11-26,-1156.56,"TRANSF | STAT 120",120,"TANDOOR THE CLAY OVEN"
00042421,2025-11-26,-2313.11,"TRANSF | STAT 120",120,"TANDOOR THE CLAY OVEN"
00042543,2025-12-08,-1156.56,"TRANSF | STAT 121",121,"TANDOOR THE CLAY OVEN"
00042543,2025-12-08,-1156.56,"TRANSF | STAT 121",121,"TANDOOR THE CLAY OVEN"
00042611,2025-12-13,-1162.63,"TRANSF | STAT 121",121,"TANDOOR THE CLAY OVEN"
00043067,2026-01-20,-2286.49,"TRANSF | STAT 122",122,"TANDOOR THE CLAY OVEN"
00043067,2026-01-20,-1162.63,"TRANSF | STAT 122",122,"TANDOOR THE CLAY OVEN"
00043067,2026-01-20,-1162.63,"TRANSF | STAT 122",122,"TANDOOR THE CLAY OVEN"
00043067,2026-01-20,-1162.62,"TRANSF | STAT 122",122,"TANDOOR THE CLAY OVEN"
00043067,2026-01-20,-1207.5,"TRANSF | STAT 122",122,"TANDOOR THE CLAY OVEN"
00043067,2026-01-20,-1162.63,"TRANSF | STAT 122",122,"TANDOOR THE CLAY OVEN"
00043067,2026-01-20,-2325.25,"TRANSF | STAT 122",122,"TANDOOR THE CLAY OVEN"
00043067,2026-01-20,-454.09,"TRANSF | STAT 122",122,"TANDOOR THE CLAY OVEN"
00043216,2026-02-02,-1171.09,"TRANSF | STAT 123",123,"TANDOOR THE CLAY OVEN"
00043216,2026-02-02,-1171.09,"TRANSF | STAT 123",123,"TANDOOR THE CLAY OVEN"
00043373,2026-02-18,-1171.09,"TRANSF | STAT 123",123,"TANDOOR THE CLAY OVEN"
00043373,2026-02-18,-2368.75,"TRANSF | STAT 123",123,"TANDOOR THE CLAY OVEN"
00043373,2026-02-18,-1653.19,"TRANSF | STAT 123",123,"TANDOOR THE CLAY OVEN"
00043562,2026-03-06,-454.09,"TRANSF | STAT 124",124,"TANDOOR THE CLAY OVEN"
00043562,2026-03-06,-730.28,"TRANSF | STAT 124",124,"TANDOOR THE CLAY OVEN"
00043562,2026-03-06,-1653.19,"TRANSF | STAT 124",124,"TANDOOR THE CLAY OVEN"
00043562,2026-03-06,-1184.37,"TRANSF | STAT 124",124,"TANDOOR THE CLAY OVEN"
00043752,2026-03-23,-1193.96,"TRANSF | STAT 124",124,"TANDOOR THE CLAY OVEN"
00043752,2026-03-23,-2387.93,"TRANSF | STAT 124",124,"TANDOOR THE CLAY OVEN"
00043752,2026-03-23,-1193.96,"TRANSF | STAT 124",124,"TANDOOR THE CLAY OVEN"
00044064,2026-04-21,-1193.96,"TRANSF | STAT 125",125,"TANDOOR THE CLAY OVEN"
00045199,2026-07-15,-2783.99,"TRANSF | STAT 128",128,"TANDOOR THE CLAY OVEN"
