batch_id,post_date,erp_receipt_doc,erp_stat,line_type,target_doc,doc_date,original_amount,net_amount,discount_amount,settle_amount,ledger_cash,notes
BATCH-2023-08-28,2023-08-28,23836,STAT 93,Discount Journal,DJ-BATCH-2023-08-28,2023-08-28,0,0,-469.22,-469.22,0,Model B pro forma — Dr 240000 / Cr TWK002
BATCH-2023-08-28,2023-08-28,23836,STAT 93,ERP_OVERPOST,ERP_OVERPOST,2023-08-28,0,0,0,-345,-345,ERP gross R27 738.41 > remittance gross R27 393.41 — not allocated to invoices
BATCH-2023-09-26,2023-09-26,24560,STAT 94,Invoice,23075,2023-08-03,3943.81,3508.84,89.97,3598.81,-3508.84,"""Payable R3"
BATCH-2023-09-26,2023-09-26,24560,STAT 94,Invoice,23077,2023-08-03,6900,6727.5,172.5,6900,-6727.5,
BATCH-2023-09-26,2023-09-26,24560,STAT 94,Crd Note,5768,2023-08-08,-4830,-4709.25,-120.75,-4830,4709.25,
BATCH-2023-09-26,2023-09-26,24560,STAT 94,Invoice,23311,2023-08-10,7142.65,6964.08,178.57,7142.65,-6964.08,
BATCH-2023-09-26,2023-09-26,24560,STAT 94,Invoice,23312,2023-08-10,7590,7400.25,189.75,7590,-7400.25,
BATCH-2023-09-26,2023-09-26,24560,STAT 94,Crd Note,5845,2023-08-14,-5175,-5045.62,-129.38,-5175,5045.62,
BATCH-2023-09-26,2023-09-26,24560,STAT 94,Crd Note,5845/5875,2023-08-14,-197.17,-192.24,-4.93,-197.17,192.24,Composite CN pair on remittance
BATCH-2023-09-26,2023-09-26,24560,STAT 94,Crd Note,5875,2023-08-16,-345,-336.37,-8.63,-345,336.37,
BATCH-2023-09-26,2023-09-26,24560,STAT 94,Invoice,STMT-DIFF-AUG23,2023-08-31,-0.02,-0.02,0,-0.02,0.02,Statement rounding — no ERP doc
BATCH-2023-09-26,2023-09-26,24560,STAT 94,Discount Journal,DJ-BATCH-2023-09-26,2023-09-26,0,0,-367.1,-367.1,0,Model B pro forma — Dr 240000 / Cr TWK002
BATCH-2023-10-26,2023-10-26,25906,STAT 95,Invoice,24011,2023-09-01,8532.19,4955.14,127.05,5082.19,-4955.14,"""Payable R5"
BATCH-2023-10-26,2023-10-26,25906,STAT 95,Invoice,24012,2023-09-01,10350,10091.25,258.75,10350,-10091.25,
BATCH-2023-10-26,2023-10-26,25906,STAT 95,Invoice,24201,2023-09-06,8532.19,8318.89,213.3,8532.19,-8318.89,
BATCH-2023-10-26,2023-10-26,25906,STAT 95,Invoice,24202,2023-09-06,10350,10091.25,258.75,10350,-10091.25,
BATCH-2023-10-26,2023-10-26,25906,STAT 95,Invoice,25043,2023-10-02,11040,10764,276,11040,-10764,
BATCH-2023-10-26,2023-10-26,25906,STAT 95,Crd Note,6078,2023-10-11,-10350,-10091.25,-258.75,-10350,10091.25,
BATCH-2023-10-26,2023-10-26,25906,STAT 95,Crd Note,6134,2023-10-11,-6900,-6727.5,-172.5,-6900,6727.5,
BATCH-2023-10-26,2023-10-26,25906,STAT 95,Crd Note,6387,2023-10-11,-11040,-10764,-276,-11040,10764,
BATCH-2023-10-26,2023-10-26,25906,STAT 95,Discount Journal,DJ-BATCH-2023-10-26,2023-10-26,0,0,-426.6,-426.6,0,Model B pro forma — Dr 240000 / Cr TWK002
BATCH-2023-11-27,2023-11-27,26681,STAT 96,Invoice,24011,2023-09-01,8532.19,3450,0,3450,-3450,"""ALREADY PAID R5"
BATCH-2023-11-27,2023-11-27,26681,STAT 96,Invoice,25042,2023-10-02,8330.42,8122.16,208.26,8330.42,-8122.16,
BATCH-2023-11-27,2023-11-27,26681,STAT 96,Invoice,25293,2023-10-09,7466.86,7280.19,186.67,7466.86,-7280.19,
BATCH-2023-11-27,2023-11-27,26681,STAT 96,Invoice,25294,2023-10-09,4140,4036.5,103.5,4140,-4036.5,
BATCH-2023-11-27,2023-11-27,26681,STAT 96,Crd Note,6461,2023-10-25,-3450,-3363.75,-86.25,-3450,3363.75,
BATCH-2023-11-27,2023-11-27,26681,STAT 96,Crd Note,6462,2023-10-25,-4485,-4372.87,-112.13,-4485,4372.87,
BATCH-2023-11-27,2023-11-27,26681,STAT 96,Invoice,26027,2023-10-31,13315.01,12982.13,332.88,13315.01,-12982.13,
BATCH-2023-11-27,2023-11-27,26681,STAT 96,Invoice,26033,2023-10-31,13800,13455,345,13800,-13455,
BATCH-2023-11-27,2023-11-27,26681,STAT 96,Crd Note,6667,2023-11-07,-11040,-10764,-276,-11040,10764,
BATCH-2023-11-27,2023-11-27,26681,STAT 96,Discount Journal,DJ-BATCH-2023-11-27,2023-11-27,0,0,-701.93,-701.93,0,Model B pro forma — Dr 240000 / Cr TWK002
BATCH-2023-11-27,2023-11-27,26681,STAT 96,ERP_OVERPOST,ERP_OVERPOST,2023-11-27,0,0,0,-345,-345,ERP gross R31 872.29 > remittance gross R31 527.29 — not allocated to invoices
BATCH-2024-03-26,2024-03-26,29684,STAT 100,Invoice,23075,2023-08-03,3943.81,345,0,345,-345,"""Residual R345 — ALREADY PAID R3"
BATCH-2024-03-26,2024-03-26,29684,STAT 100,Invoice,26554,2023-11-14,10350,10350,0,10350,-10350,Late catch-up — no discount
BATCH-2024-03-26,2024-03-26,29684,STAT 100,Invoice,26577,2023-11-14,8764.79,8764.79,0,8764.79,-8764.79,Late catch-up — no discount
BATCH-2024-03-26,2024-03-26,29684,STAT 100,Crd Note,6810,2023-11-22,-10005,-10005,0,-10005,10005,
BATCH-2024-03-26,2024-03-26,29684,STAT 100,Invoice,27340,2023-12-06,23007.6,23007.6,0,23007.6,-23007.6,Late catch-up — no discount
BATCH-2024-03-26,2024-03-26,29684,STAT 100,Invoice,27341,2023-12-06,19320,19320,0,19320,-19320,Late catch-up — no discount
BATCH-2024-03-26,2024-03-26,29684,STAT 100,Crd Note,6990,2023-12-11,-16215,-16215,0,-16215,16215,
BATCH-2024-03-26,2024-03-26,29684,STAT 100,Invoice,27764,2023-12-19,13119.2,13119.2,0,13119.2,-13119.2,Late catch-up — no discount
BATCH-2024-03-26,2024-03-26,29684,STAT 100,Invoice,27765,2023-12-19,13800,13800,0,13800,-13800,Late catch-up — no discount
BATCH-2024-03-26,2024-03-26,29684,STAT 100,Crd Note,7127,2024-01-09,-8625,-8625,0,-8625,8625,
BATCH-2024-03-26,2024-03-26,29684,STAT 100,Invoice,28766,2024-01-18,8625,8409.37,215.63,8625,-8409.37,
BATCH-2024-03-26,2024-03-26,29684,STAT 100,Invoice,28765,2024-01-18,10732.43,10464.12,268.31,10732.43,-10464.12,
BATCH-2024-03-26,2024-03-26,29684,STAT 100,Crd Note,7332,2024-01-23,-8625,-8409.37,-215.63,-8625,8409.37,
BATCH-2024-03-26,2024-03-26,29684,STAT 100,Invoice,29140,2024-01-31,14650.14,14283.89,366.25,14650.14,-14283.89,
BATCH-2024-03-26,2024-03-26,29684,STAT 100,Crd Note,7410,2024-02-06,-18285,-17827.87,-457.13,-18285,17827.87,
BATCH-2024-03-26,2024-03-26,29684,STAT 100,Invoice,29889,2024-02-26,11363.38,11079.3,284.08,11363.38,-11079.3,
BATCH-2024-03-26,2024-03-26,29684,STAT 100,Invoice,29890,2024-02-26,17940,17491.5,448.5,17940,-17491.5,
BATCH-2024-03-26,2024-03-26,29684,STAT 100,Crd Note,7547,2024-02-28,-16146,-15742.35,-403.65,-16146,15742.35,
BATCH-2024-03-26,2024-03-26,29684,STAT 100,Discount Journal,DJ-BATCH-2024-03-26,2024-03-26,0,0,-506.36,-506.36,0,Model B pro forma — Dr 240000 / Cr TWK002
BATCH-2024-03-26,2024-03-26,29684,STAT 100,ERP_OVERPOST,ERP_OVERPOST,2024-03-26,0,0,0,-3575.49,-3575.49,ERP gross R77 692.03 > remittance gross R74 116.54 — not allocated to invoices
BATCH-2024-04-26,2024-04-26,30419,STAT 101,Invoice,29141,2024-01-31,13800,13800,0,13800,-13800,No discount on remittance
BATCH-2024-04-26,2024-04-26,30419,STAT 101,Invoice,30762,2024-03-27,15003.94,14628.84,375.1,15003.94,-14628.84,
BATCH-2024-04-26,2024-04-26,30419,STAT 101,Invoice,30763,2024-03-27,23920,23322,598,23920,-23322,
BATCH-2024-04-26,2024-04-26,30419,STAT 101,Crd Note,7848,2024-03-28,-23920,-23322,-598,-23920,23322,
BATCH-2024-04-26,2024-04-26,30419,STAT 101,Discount Journal,DJ-BATCH-2024-04-26,2024-04-26,0,0,-375.1,-375.1,0,Model B pro forma — Dr 240000 / Cr TWK002
BATCH-2024-05-27,2024-05-27,31365,STAT 102,Invoice,31404,2024-04-18,10825.64,10555,270.64,10825.64,-10555,
BATCH-2024-05-27,2024-05-27,31365,STAT 102,Invoice,31405,2024-04-18,17940,17491.5,448.5,17940,-17491.5,
BATCH-2024-05-27,2024-05-27,31365,STAT 102,Crd Note,8120,2024-04-19,-16744,-16325.4,-418.6,-16744,16325.4,
BATCH-2024-05-27,2024-05-27,31365,STAT 102,Discount Journal,DJ-BATCH-2024-05-27,2024-05-27,0,0,-300.54,-300.54,0,Model B pro forma — Dr 240000 / Cr TWK002
BATCH-2024-06-26,2024-06-26,31558,STAT 103,Invoice,31907,2024-05-06,10677.41,10410.47,266.94,10677.41,-10410.47,
BATCH-2024-06-26,2024-06-26,31558,STAT 103,Invoice,31908,2024-05-06,17940,17491.5,448.5,17940,-17491.5,
BATCH-2024-06-26,2024-06-26,31558,STAT 103,Crd Note,8324,2024-05-07,-16744,-16325.4,-418.6,-16744,16325.4,
BATCH-2024-06-26,2024-06-26,31558,STAT 103,Invoice,32419,2024-05-24,17956.15,17507.25,448.9,17956.15,-17507.25,
BATCH-2024-06-26,2024-06-26,31558,STAT 103,Invoice,32425,2024-05-24,28106,27403.35,702.65,28106,-27403.35,
BATCH-2024-06-26,2024-06-26,31558,STAT 103,Crd Note,8530,2024-06-06,-19136,-18657.6,-478.4,-19136,18657.6,
BATCH-2024-06-26,2024-06-26,31558,STAT 103,Crd Note,8700,2024-06-07,-548.3,-534.59,-13.71,-548.3,534.59,
BATCH-2024-06-26,2024-06-26,31558,STAT 103,Discount Journal,DJ-BATCH-2024-06-26,2024-06-26,0,0,-956.28,-956.28,0,Model B pro forma — Dr 240000 / Cr TWK002
BATCH-2024-06-26,2024-06-26,31558,STAT 103,ERP_OVERPOST,ERP_OVERPOST,2024-06-26,0,0,0,-806.27,-806.27,ERP gross R39 057.53 > remittance gross R38 251.26 — not allocated to invoices
BATCH-2024-07-26,2024-07-26,32332,STAT 104,Crd Note,8913,2024-06-20,-25116,-24488.1,-627.9,-25116,24488.1,
BATCH-2024-07-26,2024-07-26,32332,STAT 104,Invoice,33277,2024-06-20,15372.51,14988.2,384.31,15372.51,-14988.2,
BATCH-2024-07-26,2024-07-26,32332,STAT 104,Invoice,33278,2024-06-20,26910,26237.25,672.75,26910,-26237.25,
BATCH-2024-07-26,2024-07-26,32332,STAT 104,Discount Journal,DJ-BATCH-2024-07-26,2024-07-26,0,0,-429.16,-429.16,0,Model B pro forma — Dr 240000 / Cr TWK002
BATCH-2024-07-26,2024-07-26,32332,STAT 104,ERP_OVERPOST,ERP_OVERPOST,2024-07-26,0,0,0,-895.13,-895.13,ERP gross R18 061.64 > remittance gross R17 166.51 — not allocated to invoices
BATCH-2024-08-26,2024-08-26,33224,STAT 105,Invoice,33800,2024-07-04,8724.99,8506.87,218.12,8724.99,-8506.87,
BATCH-2024-08-26,2024-08-26,33224,STAT 105,Invoice,34342,2024-07-18,13613.85,13273.5,340.35,13613.85,-13273.5,
BATCH-2024-08-26,2024-08-26,33224,STAT 105,Invoice,34343,2024-07-18,19136,18657.6,478.4,19136,-18657.6,
BATCH-2024-08-26,2024-08-26,33224,STAT 105,Crd Note,9426,2024-07-30,-19734,-19240.65,-493.35,-19734,19240.65,
BATCH-2024-08-26,2024-08-26,33224,STAT 105,Discount Journal,DJ-BATCH-2024-08-26,2024-08-26,0,0,-543.52,-543.52,0,Model B pro forma — Dr 240000 / Cr TWK002
BATCH-2024-08-26,2024-08-26,33224,STAT 105,ERP_OVERPOST,ERP_OVERPOST,2024-08-26,0,0,0,-598,-598,ERP gross R22 338.84 > remittance gross R21 740.84 — not allocated to invoices
BATCH-2024-09-26,2024-09-26,33921,STAT 106,Invoice,33801,2024-07-04,12075,12075,0,12075,-12075,No discount — late/terms exception
BATCH-2024-09-26,2024-09-26,33921,STAT 106,Crd Note,9393,2024-07-17,-20930,-20406.75,-523.25,-20930,20406.75,
BATCH-2024-09-26,2024-09-26,33921,STAT 106,Invoice,35091,2024-08-08,11606.17,11316.02,290.15,11606.17,-11316.02,
BATCH-2024-09-26,2024-09-26,33921,STAT 106,Invoice,35092,2024-08-08,22724,22155.9,568.1,22724,-22155.9,
BATCH-2024-09-26,2024-09-26,33921,STAT 106,Crd Note,9769,2024-08-14,-22724,-22155.9,-568.1,-22724,22155.9,
BATCH-2024-09-26,2024-09-26,33921,STAT 106,ERP_OVERPOST,ERP_OVERPOST,2024-09-26,0,0,0,-233.1,-233.1,ERP gross R2 984.27 > remittance gross R2 751.17 — not allocated to invoices
BATCH-2024-10-26,2024-10-26,34518,STAT 107,Invoice,36005,2024-09-06,15401.49,15016.45,385.04,15401.49,-15016.45,
BATCH-2024-10-26,2024-10-26,34518,STAT 107,Invoice,36006,2024-09-06,23920,23322,598,23920,-23322,
BATCH-2024-10-26,2024-10-26,34518,STAT 107,Discount Journal,DJ-BATCH-2024-10-26,2024-10-26,0,0,-983.04,-983.04,0,Model B pro forma — Dr 240000 / Cr TWK002
BATCH-2024-11-26,2024-11-26,35263,STAT 108,Invoice,36926,2024-10-03,21036.66,20510.74,525.92,21036.66,-20510.74,
BATCH-2024-11-26,2024-11-26,35263,STAT 108,Invoice,37189,2024-10-03,21045,20518.87,526.13,21045,-20518.87,
BATCH-2024-11-26,2024-11-26,35263,STAT 108,Crd Note,10617,2024-10-23,-17100.02,-16672.52,-427.5,-17100.02,16672.52,
BATCH-2024-11-26,2024-11-26,35263,STAT 108,Crd Note,10189,2024-10-28,-25611.05,-24970.77,-640.28,-25611.05,24970.77,
BATCH-2024-11-26,2024-11-26,35263,STAT 108,Invoice,37817,2024-10-31,20296.12,19788.72,507.4,20296.12,-19788.72,
BATCH-2024-11-26,2024-11-26,35263,STAT 108,Invoice,37818,2024-10-31,20700,20182.5,517.5,20700,-20182.5,
BATCH-2024-11-26,2024-11-26,35263,STAT 108,Crd Note,11003,2024-11-01,-18285,-17827.87,-457.13,-18285,17827.87,
BATCH-2024-11-26,2024-11-26,35263,STAT 108,Discount Journal,DJ-BATCH-2024-11-26,2024-11-26,0,0,-552.04,-552.04,0,Model B pro forma — Dr 240000 / Cr TWK002
BATCH-2024-11-26,2024-11-26,35263,STAT 108,ERP_OVERPOST,ERP_OVERPOST,2024-11-26,0,0,0,-500.01,-500.01,ERP gross R22 581.72 > remittance gross R22 081.71 — not allocated to invoices
BATCH-2024-12-27,2024-12-27,36195,STAT 109,Invoice,38582,2024-11-26,34840.07,33969.07,871,34840.07,-33969.07,
BATCH-2024-12-27,2024-12-27,36195,STAT 109,Crd Note,11320,2024-12-06,-22425,-21864.37,-560.63,-22425,21864.37,
BATCH-2024-12-27,2024-12-27,36195,STAT 109,Discount Journal,DJ-BATCH-2024-12-27,2024-12-27,0,0,-310.37,-310.37,0,Model B pro forma — Dr 240000 / Cr TWK002
BATCH-2025-01-31,2025-01-31,36467,STAT 110,Invoice,39022,2024-12-13,20381.05,19871.52,509.53,20381.05,-19871.52,
BATCH-2025-01-31,2025-01-31,36467,STAT 110,Crd Note,11475,2024-12-20,-15870,-15473.25,-396.75,-15870,15473.25,
BATCH-2025-01-31,2025-01-31,36467,STAT 110,Discount Journal,DJ-BATCH-2025-01-31,2025-01-31,0,0,-112.78,-112.78,0,Model B pro forma — Dr 240000 / Cr TWK002
BATCH-2025-03-31,2025-03-31,37770,STAT 112,Invoice,39683,2025-01-08,26765.92,26765.92,0,26765.92,-26765.92,No discount on line
BATCH-2025-03-31,2025-03-31,37770,STAT 112,Invoice,40081,2025-01-22,15608.03,15217.83,390.2,15608.03,-15217.83,
BATCH-2025-03-31,2025-03-31,37770,STAT 112,Crd Note,11648,2025-01-23,-15870,-15473.25,-396.75,-15870,15473.25,
BATCH-2025-03-31,2025-03-31,37770,STAT 112,Crd Note,11743,2025-01-23,-10350,-10091.25,-258.75,-10350,10091.25,
BATCH-2025-03-31,2025-03-31,37770,STAT 112,Invoice,40459,2025-02-05,22945.95,22372.3,573.65,22945.95,-22372.3,
BATCH-2025-03-31,2025-03-31,37770,STAT 112,Crd Note,11821,2025-02-06,-13282.5,-12950.44,-332.06,-13282.5,12950.44,
BATCH-2025-03-31,2025-03-31,37770,STAT 112,Invoice,40950,2025-02-24,25457.87,24821.42,636.45,25457.87,-24821.42,
BATCH-2025-03-31,2025-03-31,37770,STAT 112,Crd Note,11953,2025-02-26,-15352.5,-14968.69,-383.81,-15352.5,14968.69,
BATCH-2025-03-31,2025-03-31,37770,STAT 112,Discount Journal,DJ-BATCH-2025-03-31,2025-03-31,0,0,-228.93,-228.93,0,Model B pro forma — Dr 240000 / Cr TWK002
BATCH-2025-05-31,2025-05-31,39080,STAT 114,Invoice,41747,2025-03-26,32064.13,19341.56,495.94,19837.5,-19341.56,Payable R19837.50 on advice
BATCH-2025-05-31,2025-05-31,39080,STAT 114,Crd Note,12131,2025-04-01,-6900,-6727.5,-172.5,-6900,6727.5,Advice ref 012131/12131
BATCH-2025-05-31,2025-05-31,39080,STAT 114,Crd Note,12131,2025-04-01,-12937.5,-12614.06,-323.44,-12937.5,12614.06,Split CN lines on advice
BATCH-2025-05-31,2025-05-31,39080,STAT 114,Invoice,42050,2025-04-07,20133.97,19630.62,503.35,20133.97,-19630.62,
BATCH-2025-05-31,2025-05-31,39080,STAT 114,Crd Note,12214,2025-04-08,-12075,-11773.12,-301.88,-12075,11773.12,
BATCH-2025-05-31,2025-05-31,39080,STAT 114,Crd Note,12215,2025-04-08,-1249.77,-1218.53,-31.24,-1249.77,1218.53,
BATCH-2025-05-31,2025-05-31,39080,STAT 114,Invoice,42468,2025-04-23,7713.58,7520.74,192.84,7713.58,-7520.74,
BATCH-2025-05-31,2025-05-31,39080,STAT 114,Invoice,42470,2025-04-23,1236.86,1205.94,30.92,1236.86,-1205.94,
BATCH-2025-05-31,2025-05-31,39080,STAT 114,Discount Journal,DJ-BATCH-2025-05-31,2025-05-31,0,0,-393.99,-393.99,0,Model B pro forma — Dr 240000 / Cr TWK002
BATCH-2026-STAT-123,2026-02-28,43500,STAT 123,Invoice,41747,2025-03-26,32064.13,12226.63,0,12226.63,-12226.63,already_paid_col=19837.50
BATCH-2026-STAT-123,2026-02-28,43500,STAT 123,Crd Note,12502,2025-05-16,-17250,-17250,0,-17250,17250,
BATCH-2026-STAT-123,2026-02-28,43500,STAT 123,Invoice,43112,2025-05-16,27899.34,27899.34,0,27899.34,-27899.34,
BATCH-2026-STAT-123,2026-02-28,43500,STAT 123,Invoice,43294,2025-05-23,24433.21,24433.21,0,24433.21,-24433.21,
BATCH-2026-STAT-123,2026-02-28,43500,STAT 123,Crd Note,12550,2025-05-24,-14835,-14835,0,-14835,14835,
BATCH-2026-STAT-123,2026-02-28,43500,STAT 123,Invoice,43909,2025-06-13,27762.26,27762.26,0,27762.26,-27762.26,
BATCH-2026-STAT-123,2026-02-28,43500,STAT 123,Crd Note,12724,2025-06-18,-16905,-16905,0,-16905,16905,
BATCH-2026-STAT-123,2026-02-28,43500,STAT 123,Invoice,44235,2025-06-26,27762.26,27762.26,0,27762.26,-27762.26,
BATCH-2026-STAT-123,2026-02-28,43500,STAT 123,Crd Note,12825,2025-06-30,-17250,-17250,0,-17250,17250,
BATCH-2026-STAT-123,2026-02-28,43500,STAT 123,Invoice,44542,2025-07-05,27762.26,27762.26,0,27762.26,-27762.26,
BATCH-2026-STAT-123,2026-02-28,43500,STAT 123,Invoice,44731,2025-07-10,7687.52,7687.52,0,7687.52,-7687.52,
BATCH-2026-STAT-123,2026-02-28,43500,STAT 123,Crd Note,12958,2025-07-14,-5175,-5175,0,-5175,5175,
BATCH-2026-STAT-123,2026-02-28,43500,STAT 123,Invoice,44816,2025-07-14,7687.52,7687.52,0,7687.52,-7687.52,
BATCH-2026-STAT-123,2026-02-28,43500,STAT 123,Crd Note,12908,2025-07-14,-17250,-17250,0,-17250,17250,
BATCH-2026-STAT-123,2026-02-28,43500,STAT 123,Crd Note,12982,2025-07-16,-5175,-5175,0,-5175,5175,
BATCH-2026-STAT-123,2026-02-28,43500,STAT 123,Invoice,44967,2025-07-19,22515.01,22515.01,0,22515.01,-22515.01,
BATCH-2026-STAT-123,2026-02-28,43500,STAT 123,Crd Note,13019,2025-07-22,-13972.5,-13972.5,0,-13972.5,13972.5,
BATCH-2026-STAT-123,2026-02-28,43500,STAT 123,Invoice,45148,2025-07-26,3768.78,3768.78,0,3768.78,-3768.78,
BATCH-2026-STAT-123,2026-02-28,43500,STAT 123,Invoice,45302,2025-08-01,20104.97,20104.97,0,20104.97,-20104.97,
BATCH-2026-STAT-123,2026-02-28,43500,STAT 123,Crd Note,13101,2025-08-05,-11730,-11730,0,-11730,11730,
BATCH-2026-STAT-123,2026-02-28,43500,STAT 123,Invoice,45666,2025-08-15,25831.19,25831.19,0,25831.19,-25831.19,
BATCH-2026-STAT-123,2026-02-28,43500,STAT 123,Invoice,45986,2025-08-29,27559.27,27559.27,0,27559.27,-27559.27,
BATCH-2026-STAT-123,2026-02-28,43500,STAT 123,Invoice,46470,2025-09-17,32866.71,32866.71,0,32866.71,-32866.71,
BATCH-2026-STAT-123,2026-02-28,43500,STAT 123,Invoice,46762,2025-09-30,11091.26,11091.26,0,11091.26,-11091.26,
BATCH-2026-STAT-123,2026-02-28,43500,STAT 123,Crd Note,13235,2025-10-10,-16215,-16215,0,-16215,16215,
BATCH-2026-STAT-123,2026-02-28,43500,STAT 123,Crd Note,13335,2025-10-10,-16905,-16905,0,-16905,16905,
BATCH-2026-STAT-123,2026-02-28,43500,STAT 123,Crd Note,13500,2025-10-10,-10350,-10350,0,-10350,10350,
BATCH-2026-STAT-123,2026-02-28,43500,STAT 123,Crd Note,13587,2025-10-10,-7245,-7245,0,-7245,7245,
BATCH-2026-STAT-123,2026-02-28,43500,STAT 123,Crd Note,13500,2025-10-10,-10350,-10350,0,-10350,10350,
BATCH-2026-STAT-123,2026-02-28,43500,STAT 123,Invoice,47196,2025-10-20,36631.64,36631.64,0,36631.64,-36631.64,
BATCH-2026-STAT-123,2026-02-28,43500,STAT 123,Crd Note,13716,2025-10-23,-9315,-9315,0,-9315,9315,
BATCH-2026-STAT-123,2026-02-28,43500,STAT 123,Crd Note,10,2025-10-23,-6900,-6900,0,-6900,6900,
BATCH-2026-STAT-123,2026-02-28,43500,STAT 123,Invoice,47714,2025-11-17,24390.86,24390.86,0,24390.86,-24390.86,
BATCH-2026-STAT-123,2026-02-28,43500,STAT 123,Crd Note,13874,2025-11-24,-15870,-15870,0,-15870,15870,
BATCH-2026-STAT-123,2026-02-28,43500,STAT 123,Invoice,48160,2025-12-08,24336.02,24336.02,0,24336.02,-24336.02,
BATCH-2026-STAT-123,2026-02-28,43500,STAT 123,Invoice,48687,2026-01-09,35150.03,35150.03,0,35150.03,-35150.03,
BATCH-2026-STAT-123,2026-02-28,43500,STAT 123,Crd Note,14237,2026-01-26,-22770,-22770,0,-22770,22770,
BATCH-2026-STAT-123,2026-02-28,43500,STAT 123,Crd Note,14034,2026-02-09,-15180,-15180,0,-15180,15180,
